Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TP,""Crops and livestock products"",""67"",""Finland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""0"",""F"",""FAO estimate"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""0"",""F"",""FAO estimate"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""3"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""0"",""F"",""FAO estimate"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""0"",""F"",""FAO estimate"""
"TP,""Crops and livestock products"",""67"",""Finland"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""9"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""93520"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""87858"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""94500"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""99014"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""186488"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""203841"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""199860"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""230686"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""9526"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""12640"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""18073"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""14485"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""20458"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""31396"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""37605"","""",""Official data"""
"TP,""Crops and livestock products"",""68"",""France"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""33299"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""26886"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""29167"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""28999"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""31085"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""58802"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""72555"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""72959"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""89692"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""5896"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""5428"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""4584"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""5223"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""12517"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""14620"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""13005"","""",""Official data"""
"TP,""Crops and livestock products"",""79"",""Germany"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""15492"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""716"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""962"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""847"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""1138"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""1446"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""2129"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""1605"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""2366"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""820"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""402"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""661"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""522"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""1782"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""683"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""1149"","""",""Official data"""
"TP,""Crops and livestock products"",""84"",""Greece"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""964"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""420"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""434"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""741"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""848"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""922"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""999"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""1222"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1571"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""46"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""91"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""45"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""40"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""226"","""",""Official data"""
"TP,""Crops and livestock products"",""97"",""Hungary"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""112"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""232"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""300"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""349"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""446"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""522"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""829"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""946"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1387"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""99"",""Iceland"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""0"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""2358"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""1805"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""2052"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""2309"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""3526"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""4524"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""4847"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""6276"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""10"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""6"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""60"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""16"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""19"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""17"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""145"","""",""Official data"""
"TP,""Crops and livestock products"",""104"",""Ireland"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""33"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""24685"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""14459"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""5149"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""6121"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""40683"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""29872"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""11004"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""14121"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""23868"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""9982"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""431"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""484"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""38675"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""19637"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""1522"","""",""Official data"""
"TP,""Crops and livestock products"",""106"",""Italy"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1890"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""2126"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""2819"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""3064"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""3536"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""1515"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""2274"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""2539"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""3821"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""440"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""771"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""655"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""976"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""197"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""623"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""787"","""",""Official data"""
"TP,""Crops and livestock products"",""119"",""Latvia"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1198"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""3885"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""4614"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""5684"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""6480"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""8347"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""12522"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""13195"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""16649"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""3180"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""3858"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""4594"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""5210"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""6664"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""10884"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""11433"","""",""Official data"""
"TP,""Crops and livestock products"",""126"",""Lithuania"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""14298"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""245"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""261"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""210"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""233"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""921"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5622"",""Import Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""1192"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5622"",""Import Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""1069"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5622"",""Import Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""1414"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5910"",""Export Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""26"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5910"",""Export Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""29"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5910"",""Export Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""20"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5910"",""Export Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""16"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5922"",""Export Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""117"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5922"",""Export Value"",""572"",""Avocados"",""2011"",""2011"",""1000 US$"",""152"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5922"",""Export Value"",""572"",""Avocados"",""2012"",""2012"",""1000 US$"",""105"","""",""Official data"""
"TP,""Crops and livestock products"",""256"",""Luxembourg"",""5922"",""Export Value"",""572"",""Avocados"",""2013"",""2013"",""1000 US$"",""109"","""",""Official data"""
"TP,""Crops and livestock products"",""134"",""Malta"",""5610"",""Import Quantity"",""572"",""Avocados"",""2010"",""2010"",""tonnes"",""37"","""",""Official data"""
"TP,""Crops and livestock products"",""134"",""Malta"",""5610"",""Import Quantity"",""572"",""Avocados"",""2011"",""2011"",""tonnes"",""76"","""",""Official data"""
"TP,""Crops and livestock products"",""134"",""Malta"",""5610"",""Import Quantity"",""572"",""Avocados"",""2012"",""2012"",""tonnes"",""86"","""",""Official data"""
"TP,""Crops and livestock products"",""134"",""Malta"",""5610"",""Import Quantity"",""572"",""Avocados"",""2013"",""2013"",""tonnes"",""63"","""",""Official data"""
"TP,""Crops and livestock products"",""134"",""Malta"",""5622"",""Import Value"",""572"",""Avocados"",""2010"",""2010"",""1000 US$"",""100"","""",""Official data"""
